371;202;0;25;1130;14095993;0;1
371;201;0;61;1130;14096000;0;1
370;201;0;81;1130;14096007;0;1
370;201;0;100;1130;14096014;0;1
370;201;0;111;1120;14096021;0;1
370;200;0;116;1130;14096028;0;1
370;200;0;128;1130;14096035;0;1
370;200;0;148;1130;14096042;0;1
370;200;0;158;1120;14096049;0;1
370;200;0;165;1140;14096056;0;1
370;201;0;180;1130;14096063;0;1
370;201;0;196;1130;14096070;0;1
370;202;0;210;1130;14096077;0;1
370;203;0;214;1120;14096084;0;1
371;203;0;221;1120;14096091;0;1
371;204;0;226;1110;14096098;0;1
373;204;0;231;1120;14096105;0;1
374;204;0;244;1120;14096112;0;1
376;203;0;260;1130;14096119;0;1
377;203;0;274;1130;14096126;0;1
379;202;0;290;1130;14096133;0;1
381;201;0;309;1130;14096140;0;1
382;199;0;325;1140;14096147;0;1
384;198;0;344;1150;14096154;0;1
385;197;0;363;1150;14096161;0;1
386;196;0;372;1160;14096169;0;1
387;194;0;389;1150;14096176;0;1
388;193;0;396;1160;14096183;0;1
389;192;0;402;1160;14096190;0;1
389;191;0;408;1170;14096197;0;1
390;189;0;413;1180;14096204;0;1
391;188;0;421;1180;14096211;0;1
391;187;0;433;1200;14096218;0;1
391;186;0;452;1190;14096225;0;1
390;185;0;471;1190;14096232;0;1
389;184;0;484;1190;14096239;0;1
387;183;0;492;1190;14096246;0;1
386;183;0;500;1190;14096253;0;1
384;182;0;506;1190;14096260;0;1
382;182;0;509;1200;14096267;0;1
380;181;0;513;1200;14096274;0;1
378;181;0;515;1200;14096281;0;1
377;180;0;518;1200;14096288;0;1
375;179;0;528;1190;14096295;0;1
374;179;0;534;1200;14096302;0;1
373;178;0;539;1200;14096309;0;1
372;178;0;543;1200;14096316;0;1
371;178;0;546;1210;14096323;0;1
369;177;0;548;1200;14096330;0;1
368;177;0;549;1200;14096337;0;1
366;177;0;551;1200;14096344;0;1
363;177;0;552;1190;14096352;0;1
361;177;0;552;1190;14096359;0;1
358;177;0;555;1180;14096366;0;1
355;177;0;555;1180;14096373;0;1
352;177;0;556;1170;14096380;0;1
349;176;0;557;1170;14096387;0;1
347;176;0;558;1170;14096394;0;1
344;176;0;558;1180;14096401;0;1
341;177;0;559;1200;14096408;0;1
337;177;0;561;1190;14096415;0;1
334;178;0;562;1190;14096422;0;1
331;179;0;564;1190;14096429;0;1
327;180;0;564;1190;14096436;0;1
324;181;0;565;1190;14096443;0;1
321;182;0;565;1180;14096450;0;1
317;183;0;565;1170;14096457;0;1
314;185;0;565;1150;14096464;0;1
311;186;0;565;1140;14096471;0;1
309;187;0;565;1140;14096478;0;1
306;188;0;565;1120;14096485;0;1
305;188;0;565;1140;14096492;0;1
303;189;0;566;1140;14096499;0;1
302;189;0;566;1140;14096506;0;1
301;190;0;565;1140;14096513;0;1
300;190;0;567;1130;14096520;0;1
299;191;0;566;1120;14096527;0;1
298;192;0;566;1110;14096535;0;1
297;194;0;567;1110;14096542;0;1
296;195;0;567;1110;14096549;0;1
295;196;0;567;1110;14096556;0;1
293;198;0;568;1110;14096563;0;1
292;200;0;569;1110;14096570;0;1
291;202;0;565;1100;14096577;0;1
290;204;0;564;1110;14096584;0;1
289;205;0;565;1110;14096591;0;1
288;207;0;564;1110;14096598;0;1
288;209;0;565;1100;14096605;0;1
288;211;0;565;1100;14096612;0;1
288;212;0;565;1100;14096619;0;1
289;213;0;565;1100;14096626;0;1
290;214;0;565;1100;14096633;0;1
292;215;0;567;1100;14096640;0;1
294;216;0;568;1110;14096647;0;1
296;217;0;571;1100;14096654;0;1
299;218;0;571;1120;14096661;0;1
300;219;0;572;1120;14096668;0;1
302;219;0;573;1110;14096675;0;1
304;220;0;574;1100;14096682;0;1
305;221;0;574;1100;14096689;0;1
307;222;0;574;1100;14096696;0;1
308;223;0;575;1100;14096703;0;1
309;224;0;576;1110;14096710;0;1
309;226;0;576;1110;14096718;0;1
310;227;0;577;1120;14096725;0;1
311;228;0;577;1110;14096732;0;1
312;229;0;577;1110;14096739;0;1
313;230;0;577;1100;14096746;0;1
314;230;0;578;1110;14096753;0;1
316;231;0;579;1100;14096760;0;1
318;231;0;580;1100;14096767;0;1
320;231;0;581;1110;14096774;0;1
322;231;0;582;1120;14096781;0;1
324;231;0;583;1120;14096788;0;1
326;232;0;585;1120;14096795;0;1
328;232;0;586;1120;14096802;0;1
330;232;0;587;1120;14096809;0;1
332;232;0;588;1130;14096816;0;1
334;233;0;589;1130;14096823;0;1
335;234;0;589;1130;14096830;0;1
337;235;0;590;1120;14096837;0;1
339;235;0;590;1130;14096844;0;1
340;236;0;592;1120;14096851;0;1
342;236;0;592;1120;14096858;0;1
344;237;0;594;1110;14096865;0;1
346;237;0;594;1110;14096872;0;1
348;237;0;594;1120;14096879;0;1
350;237;0;594;1130;14096886;0;1
352;237;0;594;1120;14096893;0;1
354;237;0;594;1120;14096900;0;1
356;237;0;595;1120;14096908;0;1
358;237;0;594;1120;14096915;0;1
359;237;0;594;1130;14096922;0;1
361;237;0;595;1140;14096929;0;1
363;238;0;594;1140;14096936;0;1
365;238;0;595;1140;14096943;0;1
366;238;0;595;1140;14096950;0;1
367;239;0;595;1140;14096957;0;1
369;239;0;595;1140;14096964;0;1
370;240;0;596;1130;14096971;0;1
371;240;0;597;1120;14096978;0;1
372;240;0;597;1130;14096985;0;1
373;240;0;597;1130;14096992;0;1
375;240;0;598;1140;14096999;0;1
376;240;0;598;1140;14097006;0;1
378;240;0;598;1140;14097013;0;1
379;240;0;600;1140;14097020;0;1
380;240;0;602;1140;14097027;0;1
381;240;0;605;1160;14097034;0;1
382;241;0;605;1140;14097041;0;1
383;241;0;608;1160;14097048;0;1
384;241;0;608;1140;14097055;0;1
385;242;0;609;1140;14097062;0;1
385;242;0;612;1140;14097069;0;1
386;242;0;611;1150;14097076;0;1
387;242;0;613;1150;14097083;0;1
388;242;0;621;1160;14097091;0;1
389;242;0;621;1140;14097098;0;1
390;242;0;627;1140;14097105;0;1
391;242;0;625;1130;14097112;0;1
392;242;0;624;1110;14097119;0;1
393;241;0;624;1110;14097126;0;1
394;241;0;625;1100;14097133;0;1
395;241;0;625;1110;14097140;0;1
396;241;0;627;1110;14097147;0;1
397;241;0;628;1110;14097154;0;1
398;242;0;627;1100;14097161;0;1
398;242;0;627;1100;14097168;0;1
399;242;0;627;1110;14097175;0;1
399;243;0;627;1110;14097182;0;1
400;243;0;627;1100;14097189;0;1
400;243;0;627;1100;14097196;0;1
401;243;0;628;1100;14097203;0;1
401;244;0;628;1100;14097210;0;1
402;244;0;627;1100;14097217;0;1
403;244;0;629;1100;14097224;0;1
404;244;0;629;1100;14097231;0;1
405;244;0;629;1100;14097238;0;1
406;244;0;629;1100;14097245;0;1
406;244;0;629;1120;14097252;0;1
407;244;0;633;1120;14097259;0;1
408;244;0;629;1120;14097266;0;1
409;244;0;630;1120;14097274;0;1
409;243;0;629;1120;14097281;0;1
410;243;0;629;1120;14097288;0;1
411;243;0;631;1120;14097295;0;1
412;243;0;631;1100;14097302;0;1
412;242;0;632;1100;14097309;0;1
413;242;0;632;1110;14097316;0;1
414;242;0;632;1110;14097323;0;1
415;242;0;632;1110;14097330;0;1
416;241;0;632;1100;14097337;0;1
417;241;0;631;1120;14097344;0;1
418;241;0;630;1120;14097351;0;1
419;241;0;630;1120;14097358;0;1
420;242;0;635;1120;14097365;0;1
421;242;0;635;1120;14097372;0;1
422;242;0;632;1120;14097379;0;1
424;241;0;632;1120;14097386;0;1
426;241;0;632;1120;14097393;0;1
427;240;0;632;1140;14097400;0;1
429;239;0;633;1140;14097407;0;1
431;238;0;632;1140;14097414;0;1
433;237;0;635;1130;14097421;0;1
435;237;0;633;1130;14097428;0;1
437;236;0;633;1130;14097435;0;1
439;236;0;637;1130;14097442;0;1
441;235;0;636;1120;14097449;0;1
442;235;0;633;1120;14097456;0;1
444;234;0;633;1120;14097464;0;1
445;234;0;634;1120;14097471;0;1
447;234;0;635;1120;14097478;0;1
448;233;0;634;1120;14097485;0;1
449;233;0;633;1140;14097492;0;1
450;233;0;633;1140;14097499;0;1
451;233;0;634;1140;14097506;0;1
452;232;0;633;1160;14097513;0;1
454;232;0;632;1160;14097520;0;1
455;231;0;633;1160;14097527;0;1
456;231;0;634;1160;14097534;0;1
457;230;0;635;1170;14097541;0;1
458;230;0;636;1180;14097548;0;1
459;229;0;638;1170;14097555;0;1
461;229;0;638;1190;14097562;0;1
462;228;0;638;1170;14097569;0;1
463;228;0;639;1170;14097576;0;1
464;227;0;638;1170;14097583;0;1
465;227;0;638;1190;14097590;0;1
467;226;0;640;1190;14097597;0;1
468;226;0;640;1200;14097604;0;1
469;225;0;641;1200;14097611;0;1
470;224;0;643;1210;14097618;0;1
472;223;0;645;1210;14097625;0;1
473;222;0;648;1210;14097632;0;1
474;221;0;650;1230;14097639;0;1
475;220;0;654;1230;14097647;0;1
477;219;0;657;1230;14097654;0;1
478;218;0;660;1210;14097661;0;1
479;217;0;662;1230;14097668;0;1
480;215;0;663;1230;14097675;0;1
482;214;0;664;1230;14097682;0;1
483;213;0;667;1220;14097689;0;1
484;212;0;669;1230;14097696;0;1
485;210;0;669;1220;14097703;0;1
487;209;0;672;1220;14097710;0;1
488;208;0;674;1220;14097717;0;1
489;206;0;679;1220;14097724;0;1
490;205;0;675;1230;14097731;0;1
491;203;0;684;1220;14097738;0;1
492;201;0;687;1240;14097745;0;1
494;200;0;689;1240;14097752;0;1
495;198;0;695;1230;14097759;0;1
496;196;0;686;1230;14097766;0;1
497;194;0;684;1220;14097773;0;1
498;193;0;701;1210;14097780;0;1
499;191;0;705;1230;14097787;0;1
500;190;0;705;1230;14097794;0;1
501;188;0;708;1230;14097801;0;1
502;186;0;712;1230;14097808;0;1
503;184;0;711;1240;14097815;0;1
504;183;0;714;1240;14097822;0;1
504;181;0;714;1240;14097830;0;1
504;180;0;716;1250;14097837;0;1
504;179;0;718;1250;14097844;0;1
504;177;0;720;1260;14097851;0;1
502;176;0;726;1260;14097858;0;1
501;175;0;726;1280;14097865;0;1
500;174;0;728;1280;14097872;0;1
498;173;0;728;1260;14097879;0;1
497;171;0;730;1260;14097886;0;1
495;170;0;731;1260;14097893;0;1
493;169;0;731;1250;14097900;0;1
490;168;0;732;1240;14097907;0;1
488;166;0;732;1230;14097914;0;1
486;165;0;735;1230;14097921;0;1
485;163;0;735;1240;14097928;0;1
483;162;0;732;1250;14097935;0;1
481;160;0;733;1240;14097942;0;1
479;159;0;732;1230;14097949;0;1
477;157;0;733;1230;14097956;0;1
475;156;0;732;1240;14097963;0;1
473;155;0;732;1240;14097970;0;1
470;154;0;732;1230;14097977;0;1
468;153;0;732;1230;14097984;0;1
465;152;0;732;1230;14097991;0;1
462;151;0;732;1220;14097998;0;1
460;151;0;732;1220;14098005;0;1
457;150;0;733;1220;14098012;0;1
454;150;0;732;1230;14098020;0;1
452;149;0;734;1240;14098027;0;1
450;148;0;734;1270;14098034;0;1
447;148;0;734;1280;14098041;0;1
445;147;0;733;1280;14098048;0;1
443;146;0;734;1260;14098055;0;1
440;145;0;735;1240;14098062;0;1
438;144;0;735;1230;14098069;0;1
435;143;0;734;1210;14098076;0;1
433;142;0;735;1210;14098083;0;1
430;141;0;738;1210;14098090;0;1
428;140;0;734;1210;14098097;0;1
426;138;0;734;1200;14098104;0;1
424;137;0;732;1210;14098111;0;1
422;136;0;734;1210;14098118;0;1
420;135;0;735;1210;14098125;0;1
418;134;0;734;1220;14098132;0;1
416;134;0;732;1210;14098139;0;1
413;133;0;734;1220;14098146;0;1
411;133;0;732;1230;14098153;0;1
409;133;0;734;1220;14098160;0;1
406;133;0;733;1220;14098167;0;1
404;133;0;732;1220;14098174;0;1
401;133;0;734;1200;14098181;0;1
398;133;0;732;1170;14098188;0;1
395;133;0;731;1160;14098195;0;1
391;133;0;731;1170;14098203;0;1
388;133;0;729;1200;14098210;0;1
385;133;0;728;1230;14098217;0;1
381;132;0;730;1260;14098224;0;1
378;132;0;729;1260;14098231;0;1
375;132;0;727;1260;14098238;0;1
372;132;0;726;1250;14098245;0;1
369;132;0;723;1250;14098252;0;1
366;131;0;720;1260;14098259;0;1
363;131;0;719;1260;14098266;0;1
360;131;0;717;1270;14098273;0;1
357;131;0;718;1270;14098280;0;1
354;131;0;717;1270;14098287;0;1
352;131;0;717;1270;14098294;0;1
350;131;0;717;1260;14098301;0;1
348;131;0;714;1250;14098308;0;1
346;131;0;716;1250;14098315;0;1
344;131;0;715;1240;14098322;0;1
343;131;0;716;1240;14098329;0;1
341;131;0;716;1240;14098336;0;1
339;131;0;717;1240;14098343;0;1
336;131;0;715;1220;14098350;0;1
334;131;0;714;1220;14098357;0;1
332;130;0;714;1210;14098364;0;1
330;130;0;714;1210;14098371;0;1
328;130;0;714;1220;14098378;0;1
326;129;0;714;1220;14098386;0;1
324;129;0;714;1200;14098393;0;1
322;129;0;713;1200;14098400;0;1
320;129;0;711;1200;14098407;0;1
317;129;0;711;1200;14098414;0;1
315;129;0;710;1200;14098421;0;1
313;129;0;709;1180;14098428;0;1
311;129;0;709;1170;14098435;0;1
308;129;0;708;1140;14098442;0;1
306;129;0;708;1130;14098449;0;1
303;130;0;708;1120;14098456;0;1
300;131;0;708;1110;14098463;0;1
297;132;0;708;1110;14098470;0;1
294;132;0;706;1100;14098477;0;1
290;133;0;706;1080;14098484;0;1
288;134;0;705;1080;14098491;0;1
285;135;0;705;1070;14098498;0;1
282;135;0;705;1070;14098505;0;1
280;135;0;705;1070;14098512;0;1
277;136;0;705;1070;14098519;0;1
275;136;0;705;1070;14098526;0;1
272;137;0;705;1070;14098533;0;1
270;137;0;704;1080;14098540;0;1
267;138;0;704;1080;14098547;0;1
264;139;0;702;1080;14098554;0;1
